StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q52,Q1,Q1_9_TEXT,Q25,Q26,Q26_6_TEXT,Q27,Q27_9_TEXT,Q28,Q28_4_TEXT,Q29,Q29_3_TEXT,Q2,Q3,Q4,Q5,Q6,Q10,Q30,Q31,Q34,Q36,Q37,Q39,Q11,Q12,Q13,Q22,Q23,Q53_1,Q53_2,Q53_3,Q53_4,Q53_5,SC0
9/18/2022 13:29,9/18/2022 13:38,IP Address,98.216.155.245,100,513,TRUE,9/18/2022 13:38,R_31iV6pURxYH1TlY,,,,,43.6448,-72.2971,anonymous,EN,Click here if you consent to participate in the research study,PA Student,,18-25,Female,,White,,Non-Hispanic,,English,,Some,Moderate amount,Somewhat knowledgable,What kind of resources are out there for people with intellectual and developmental disabilities?,"Personality Disorders, Psychotic Disorders & Trauma-Related Disorders",Healing in a way that is not only helping people physically but also mentally and emotionally,Its important because no two people are the same. Every one is unique. Something that may have worked for someone won't always work for the next person. ,"Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,"talking to themselves, monologue,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior","Providers need to take into account diverse values, beliefs, and feelings in order to achieve the highest quality of care for individuals ",Ask your patient exploratory questions,"Get a copy of their behavior plan for the next time they are in your office,Defer to the person’s caregiver,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment",risperidone,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,11
9/18/2022 13:43,9/18/2022 13:57,IP Address,73.149.158.196,100,815,TRUE,9/18/2022 13:57,R_3pF3sA78IFG5t73,,,,,43.6444,-72.2455,qr,EN,Click here if you consent to participate in the research study,PA Student,,18-25,Female,,White,,Non-Hispanic,,English,,Very little,None,Not knowledgeable at all,How can I best assess the mental health of patients with intellectual and developmental disabilities? What resources are available?,"Anxiety, Depression, & Trauma-Related Disorders","I would define positive medicine as health care that aims to give each individual patient the best treatment, outcome, and positive experience, so they want to continue to seek care in the future if need be.","It will allow providers to provide adequate and individualistic care, which will yield optimal patient satisfaction and care. ","In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning","Pain (ex: dental, ear),Cardiovascular disease,GI problems (ex: constipation, GERD)","Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered",Irritability or aggression,"talking to themselves, monologue,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior,Covering ears/eyes",Culturally competent patient care is when a provider considers and respects each patients cultural background and religion in order to provide the best care. This includes assessing cultural views and beliefs on certain aspects of medicine when providing treatment as well as assessing language barriers. ,"Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit",Give the patient the option to wait outside or in the car,"Combination treatment, including pharmacotherapy/manualized psychotherapies",risperidone,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,11
9/18/2022 15:41,9/18/2022 16:17,IP Address,98.216.155.245,100,2168,TRUE,9/18/2022 16:17,R_1NlgdtugPE9gQu9,,,,,43.6448,-72.2971,anonymous,EN,Click here if you consent to participate in the research study,PA Student,,26-32,Female,,White,,Non-Hispanic,,English,,Extensive,Very little,Moderately knowledgeable,I have no questions at this time.,"Anxiety, Depression, & Trauma-Related Disorders","Positive medicine seeks to address the entirety of a patient's wellbeing, including the physical, mental and aspects. The aim is to help manage conditions, illness and disease while maintaining a focus on prevention and enhancing quality of life.","What makes us different is what makes us human - and in order to help people make the best possible decisions about their care, we must understand that everyone does not think and perceive things the same way. In order to best care for our neurodivergent patients we must view their diagnoses as part of the normal spectrum of human diversity rather than a deficit or something to be cured. Our duty as providers is to work with these patients in a way that focuses on enhancing their health, capabilities, and quality of life.","In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Asthma,Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,"talking to themselves, monologue,having an imaginary friend,Auditory hallucinations that are intrusive and distressing,Covering ears/eyes","Culturally competent patient care focuses on providing quality medical care while simultaneously taking into account a person's ethnic, cultural and religious beliefs. This means working with the patient to come up with a care plan that does not violate any of their values/beliefs.","Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit",Defer to the person’s caregiver,"Extensive, long-term behavior modification treatment","lithium,aripiprazole,risperidone",Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,13
9/22/2022 6:00,9/22/2022 6:09,IP Address,107.77.216.80,100,538,TRUE,9/22/2022 6:09,R_3CI0Zo5BvqSoJms,,,,,28.6344,-81.6221,qr,EN,Click here if you consent to participate in the research study,Other,4th Year Medical Student,18-25,Female,,White,,Hispanic/Latino of any race,,Spanish,,Some,Some,Somewhat knowledgable,How can I help advocacy wise ,"Anxiety, Depression, & Trauma-Related Disorders","Providing care, like with positive reinforcement/punishment",Understand that not all paople with IDD are the same ,All people with IDD receive the same array of services,"Neurological disorder(s),Asthma,GI problems (ex: constipation, GERD)",Medical/biological issues should be ruled out first,Talking to inanimate objects,"Auditory hallucinations that are intrusive and distressing,Change from baseline behavior,Covering ears/eyes",Understand that a patient’s culture affects health and health services,"Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit","Get a copy of their behavior plan for the next time they are in your office,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment","lithium,aripiprazole",Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,9
9/22/2022 6:06,9/22/2022 6:09,IP Address,172.58.225.63,100,198,TRUE,9/22/2022 6:09,R_1NmFJv2acQIm5Lo,,,,,40.6801,-73.9207,qr,EN,Click here if you consent to participate in the research study,1st Year Fellow,,26-32,Female,,White,,Hispanic/Latino of any race,,Spanish,,Some,Very little,Somewhat knowledgable,Proper assessment ,"Depression, Psychotic Disorders, & Schizophrenia",Holístic focus,Inclusion,"Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Pain (ex: dental, ear),GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered",Running away,"talking to themselves, monologue",Idk,"Talk to, and engage with, the patients’ caregiver rather than the patient themselves","Get a copy of their behavior plan for the next time they are in your office,Give the patient the option to wait outside or in the car",An extensive review of previous diagnoses and treatment,"quetiapine,divalproex,paliperidone,risperidone",Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,9
9/22/2022 6:00,9/22/2022 6:10,IP Address,172.58.225.158,100,641,TRUE,9/22/2022 6:10,R_10xubJqsiEGV5uZ,,,,,40.6801,-73.9207,qr,EN,Click here if you consent to participate in the research study,Other,4th Year Medical Student,26-32,Male,,White,,Hispanic/Latino of any race,,Spanish,,Moderate amount,Very little,Slightly knowledgeable,How to properly provide management to this community with mental health disorders?,"Depression, Psychotic Disorders, & Schizophrenia",Medicine that encourages patient to be a part of their own health management ,To provide appropriate individualized healthcare. ,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning","Neurological disorder(s),Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Behavior is a form of communication",Irritability or aggression,Change from baseline behavior,A type of healthcare that is competitive in the cultural sense. ,"Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit","Get a copy of their behavior plan for the next time they are in your office,Defer to the person’s caregiver,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment","lithium,quetiapine,aripiprazole",Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,14
9/22/2022 6:00,9/22/2022 6:12,IP Address,173.228.198.110,100,719,TRUE,9/22/2022 6:12,R_1LnkpB4KL7dsTXE,,,,,18.3616,-66.1935,qr,EN,Click here if you consent to participate in the research study,2nd Year Fellow,,26-32,Male,,White,,Hispanic/Latino of any race,,Spanish,,Some,Some,Somewhat knowledgable,How can we make the best of people with intellectual disabilities?,"Anxiety, Depression, & Trauma-Related Disorders",The practice of making the best of patients,To recognize vulnerability as well as strengths  and be conscious of other populations beyond our scope.,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Kidney Disease,Cardiovascular disease","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Behavior is a form of communication",Irritability or aggression,"talking to themselves, monologue,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior,Covering ears/eyes","Care that adapts to its location, people and cultural practices.","Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit","Defer to the person’s caregiver,Give the patient the option to wait outside or in the car","Combination treatment, including pharmacotherapy/manualized psychotherapies","lithium,aripiprazole,risperidone,cariprazine",Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,15
9/22/2022 6:04,9/22/2022 6:14,IP Address,172.58.225.102,100,634,TRUE,9/22/2022 6:14,R_2YJUsQZRkAvMUyD,,,,,40.6801,-73.9207,qr,EN,Click here if you consent to participate in the research study,2nd Year Fellow,,26-32,Female,,Two or more races,,Hispanic/Latino of any race,,Spanish,,Some,Moderate amount,Somewhat knowledgable,How to help the patient navigate the system better,"Anxiety, Depression, & Trauma-Related Disorders",Medicine that helps patient have a better quality of life,to make treatment individualized,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,"Auditory hallucinations that are intrusive and distressing,Change from baseline behavior,Covering ears/eyes",Care that takes into consideration all aspects relevant to a patient’s culture or beliefs ,"Ask your patient exploratory questions,Talk to, and engage with, the patients’ caregiver rather than the patient themselves,Ask questions other than that directly pertain to the reason for the visit",Give the patient the option to wait outside or in the car,"Extensive, long-term behavior modification treatment","lithium,quetiapine,aripiprazole,paliperidone,risperidone",Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,17
9/22/2022 6:12,9/22/2022 6:21,IP Address,166.205.159.1,100,532,TRUE,9/22/2022 6:21,R_ONhlxqYYsqli5wJ,,,,,26.2681,-80.2092,qr,EN,Click here if you consent to participate in the research study,1st Year Fellow,,26-32,Female,,White,,Hispanic/Latino of any race,,Spanish,,Very little,Very little,Slightly knowledgeable,How to evaluate for contraindications regarding pharmacology,"Depression, Psychotic Disorders, & Schizophrenia",Impacting on positive quality of life,To deliver appropriate medical care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments,"Neurological disorder(s),Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Running away,"talking to themselves, monologue,Auditory hallucinations that are intrusive and distressing,Covering ears/eyes",Focused on cultural needs,"Ask your patient exploratory questions,Talk to, and engage with, the patients’ caregiver rather than the patient themselves,Ask questions other than that directly pertain to the reason for the visit","Administer a PRN,Defer to the person’s caregiver,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment","lithium,quetiapine,divalproex,aripiprazole,risperidone",Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,16
9/18/2022 8:39,9/18/2022 8:41,IP Address,64.222.162.82,52,105,FALSE,9/25/2022 8:41,R_1LneAhjCBKiXbZ1,,,,,,,anonymous,EN,Click here if you consent to participate in the research study,PA Student,,18-25,Female,,White,,Non-Hispanic,,English,,Very little,Very little,Slightly knowledgeable,How can we incorporate IDD-MH topics like these into our curriculum? Why hasn't it been prioritized yet,,,,,,,,,,,,,,,,,,,
9/22/2022 6:00,9/22/2022 6:05,IP Address,172.58.225.2,52,327,FALSE,9/29/2022 6:05,R_UiHBLkEkoj75Sw1,,,,,,,qr,EN,Click here if you consent to participate in the research study,1st Year Fellow,,26-32,Female,,White,,Hispanic/Latino of any race,,Spanish,,Some,Very little,Slightly knowledgeable,How to properly assess patients with IDD,,,,,,,,,,,,,,,,,,,
10/5/2022 17:47,10/5/2022 18:46,IP Address,73.47.191.21,100,3498,TRUE,10/5/2022 18:46,R_6nbp5Iv7UZIxTJD,,,,,43.6448,-72.2971,anonymous,EN,Click here if you consent to participate in the research study,PA Student,,41-50,Female,,White,,Non-Hispanic,,English,,Moderate amount,Some,Somewhat knowledgable,How much does the treatment of mental health conditions differ between patients with co-occurring intellectual and physical disabilities and patients without?,"Anxiety, Depression, & Trauma-Related Disorders",Positive medicine is medicine that seeks to treat medical illnesses as well as work towards positive overall health. This includes mental health and well being as the whole picture as well. ,"It is important to understand and recognize neurodiversity to understand how best to treat and approach each patient individually. This helps professionals meet their patient's where they are each at. It is important to understand that differences in response to treatment, affecting overall health positively and effective outcomes exist within the context of neurodiversity. ","In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care","Neurological disorder(s),Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues",Talking to inanimate objects,"talking to themselves, monologue,Lip smacking,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior",Culturally competent patient care is being aware of the patient's culture and respecting/incorporating that into their care. ,Ask your patient exploratory questions,"Defer to the person’s caregiver,Give the patient the option to wait outside or in the car",An extensive review of previous diagnoses and treatment,"lithium,quetiapine,aripiprazole,risperidone",Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,12
10/7/2022 14:07,10/7/2022 14:46,IP Address,71.255.129.22,100,2313,TRUE,10/7/2022 14:46,R_eETaaa5QkDVzXZT,,,,,43.011,-71.4571,anonymous,EN,Click here if you consent to participate in the research study,PA Student,,26-32,Female,,White,,Non-Hispanic,,English,,Very little,Very little,Slightly knowledgeable,"In most patient encounters, communication is a large aspect of diagnosing and treating. I am curious about the preparation I currently have in patient communication and how that will translate in a patients room that is non-euro typical. What will need to adapt or what will stay the same? ","Anxiety, Depression, & Trauma-Related Disorders",The act a provider has on the longevity in a patients life; balancing both quality or quality while aiming to enhance the patients health. ,"Isn't that what makes us human? We are all individuals and healthcare should reflect an individualized, empathetic, and comprehensive approach to each patient to improve someone's over all health/life. ","Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Asthma,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication,Psychosocial stressors don’t need to be considered",Withdrawal,"talking to themselves, monologue,Unusual interests,Lip smacking,Auditory hallucinations that are intrusive and distressing,Covering ears/eyes","The ability to provide comhrensive patient care in a setting of varied belief, neuro-ability, diversity, linguistic need, values, and behaviors. ","Ask your patient exploratory questions,Talk to, and engage with, the patients’ caregiver rather than the patient themselves,Ask questions other than that directly pertain to the reason for the visit","Get a copy of their behavior plan for the next time they are in your office,Defer to the person’s caregiver",An extensive review of previous diagnoses and treatment,"quetiapine,divalproex,aripiprazole,paliperidone,risperidone",Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,11
10/8/2022 8:19,10/8/2022 8:39,IP Address,98.11.121.232,100,1206,TRUE,10/8/2022 8:39,R_1eJK3yK0EToXAls,,,,,43.3119,-70.5979,anonymous,EN,Click here if you consent to participate in the research study,PA Student,,26-32,Female,,Asian,,Non-Hispanic,,English,,Very little,Some,Slightly knowledgeable,What resources are available around this area to help individuals with IDD?,"Anxiety, Depression, & Trauma-Related Disorders",Postive medicine is practicing medicine with a hopeful and glass half full attitude. ,"Recognizing neurodiversity is the same as being culturally competent. In order to respect and understand the person as a whole in order to treat them the best way, you have to be knowledgable about all the potential presentations. ","In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Pain (ex: dental, ear),Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Irritability or aggression,"talking to themselves, monologue,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior,Covering ears/eyes",Being culturally competent means being knowledgable about how other individual's cultures could infulence their desires for care as well as how you conduct patient interactions. ,Ask your patient exploratory questions,"Defer to the person’s caregiver,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment",lithium,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,17
10/10/2022 10:07,10/10/2022 10:22,IP Address,64.222.162.82,100,883,TRUE,10/10/2022 10:22,R_3iXbP7CONnvoo9h,,,,,42.8951,-72.0534,anonymous,EN,Click here if you consent to participate in the research study,PA Student,,18-25,Female,,White,,Non-Hispanic,,English,,Very little,Very little,Slightly knowledgeable,What is the proper ay to address those with a intellectual/ developmental disability?,"Personality Disorders, Psychotic Disorders & Trauma-Related Disorders",positive medicine to me is medicine that that helps the patient in what ever way benefits them.,Neurodiversity is the idea that people interact with the world and people around them in different ways. This is an important concept to keep in mind in health care because it helps you keep in mind that every person is different and a treatment that works for one person may not work for another so you need to keep an open mind. ,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Pain (ex: dental, ear),GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered",Increased repetitive speech and movement,"talking to themselves, monologue,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior,Covering ears/eyes","culturally competent patient care is the ability of systems to provide care to patients with diverse values, beliefs and behaviors, including the tailoring of health care delivery to meet patients' social, cultural and linguistic needs.",Ask questions other than that directly pertain to the reason for the visit,"Get a copy of their behavior plan for the next time they are in your office,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment","quetiapine,risperidone",Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,16
10/10/2022 10:50,10/10/2022 10:59,IP Address,76.24.252.104,100,512,TRUE,10/10/2022 10:59,R_3DqMLPWh4f6Q5UY,,,,,43.6722,-72.3813,anonymous,EN,,PA Student,,26-32,Male,,White,,Hispanic/Latino of any race,,English,,None,Some,Slightly knowledgeable,Is there any other sources of information I should refer to in order for me to better understand the content I will be presented with.,"Anxiety, Depression, & Trauma-Related Disorders","Positive medicine is an approach to increase quality care for patients of all backgrounds. It essentially keeps healthcare ""positive"" and provides all forms of help.","It allows medical providers to properly treat the patient, and not just the condition. It individualizes care and provides for a better approach to helping the patient.","In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning","Neurological disorder(s),Pain (ex: dental, ear),GI problems (ex: constipation, GERD)",Behavior is a form of communication,Talking to inanimate objects,Auditory hallucinations that are intrusive and distressing,Culturally competent patient care involves the provider being knowledgeable on the background of the patient they are treating. ,Ask questions other than that directly pertain to the reason for the visit,Give the patient the option to wait outside or in the car,"Combination treatment, including pharmacotherapy/manualized psychotherapies",lithium,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,9
10/10/2022 14:07,10/10/2022 14:20,IP Address,76.24.252.104,100,765,TRUE,10/10/2022 14:20,R_2h2S2vmWKl4D5iF,,,,,43.6722,-72.3813,anonymous,EN,Click here if you consent to participate in the research study,PA Student,,18-25,Female,,White,,Non-Hispanic,,English,,Moderate amount,Very little,Slightly knowledgeable,what will I learn,"Anxiety, Depression, & Trauma-Related Disorders",medicine that is non judgmental and inclusive. ,because mental health is stigmatized and its important to educate others on the topic and be informed as providers. ,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Pain (ex: dental, ear),GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Behavior is a form of communication",Talking to inanimate objects,"talking to themselves, monologue,Unusual interests,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior",being aware of neurodiversity and how to care for them ,"Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit","Get a copy of their behavior plan for the next time they are in your office,Defer to the person’s caregiver","Combination treatment, including pharmacotherapy/manualized psychotherapies",lithium,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,12
10/10/2022 15:25,10/10/2022 15:36,IP Address,73.89.92.74,100,703,TRUE,10/10/2022 15:36,R_2pPoqvnlU23T3R0,,,,,42.6525,-71.9257,anonymous,EN,Click here if you consent to participate in the research study,PA Student,,26-32,Female,,White,,Non-Hispanic,,English,,Very little,None,Not knowledgeable at all,How do you obtain information/consent from a patient who is non-verbal?,"Anxiety, Depression, & Trauma-Related Disorders",Medicine that treats the whole individual.,It is important so that we can individualize care.,"Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Pain (ex: dental, ear),GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Talking to inanimate objects,"talking to themselves, monologue,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior,Covering ears/eyes",Considering how the patients cultural beliefs will influence their care.,Ask your patient exploratory questions,"Get a copy of their behavior plan for the next time they are in your office,Defer to the person’s caregiver,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment","lithium,quetiapine,risperidone,cariprazine",Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,15
10/11/2022 10:00,10/11/2022 10:09,IP Address,64.222.162.82,100,588,TRUE,10/11/2022 10:09,R_stkACbs6wQRs95T,,,,,42.8951,-72.0534,anonymous,EN,Click here if you consent to participate in the research study,PA Student,,26-32,Male,,White,,Non-Hispanic,,English,,Some,None,Somewhat knowledgable,What can I do as a healthcare professional to better understand the perspectives of those with intellectual disabilities?,"Anxiety, Depression, & Trauma-Related Disorders",A medicinal viewpoint that emphasizes the positive points of a condition or tends to put things into a positive connotation.,Providers that recognize this concept can best tailor their approach to a patient based on this and ensure that the message/directions/plan of care is understood.,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Pain (ex: dental, ear),Cardiovascular disease","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Behavior is a form of communication",Staring into space,"talking to themselves, monologue,Auditory hallucinations that are intrusive and distressing,Change from baseline behavior,Covering ears/eyes",Patient care that has an understanding on a person's background.,"Ask your patient exploratory questions,Ask questions other than that directly pertain to the reason for the visit","Get a copy of their behavior plan for the next time they are in your office,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment","lithium,divalproex",Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,16
10/12/2022 17:22,10/12/2022 17:29,IP Address,76.24.252.104,100,378,TRUE,10/12/2022 17:29,R_2QKjKn3cMIaTjlz,,,,,43.6722,-72.3813,anonymous,EN,Click here if you consent to participate in the research study,PA Student,,26-32,Female,,White,,Non-Hispanic,,English,,Very little,Very little,Slightly knowledgeable,None,"Anxiety, Depression, & Trauma-Related Disorders",Treating the patient as well as the disease,Very important to treat patients as individuals,"Medical providers may need to engage family members and other caregivers in the patient’s care,The person’s case manager/service coordinator from the developmental disabilities service agency could be helpful at medical appointments","Neurological disorder(s),Pain (ex: dental, ear),GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Behavior is a form of communication",Running away,"Auditory hallucinations that are intrusive and distressing,Change from baseline behavior,Covering ears/eyes","Keeping the patient's culture, values, and beliefs in mind when treating them",Ask your patient exploratory questions,"Get a copy of their behavior plan for the next time they are in your office,Give the patient the option to wait outside or in the car","Extensive, long-term behavior modification treatment",divalproex,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,16
10/13/2022 6:37,10/13/2022 13:43,IP Address,76.119.230.227,100,25579,TRUE,10/13/2022 13:43,R_3MtAbl7qwBuM7a0,,,,,43.6448,-72.2971,anonymous,EN,Click here if you consent to participate in the research study,PA Student,,26-32,Male,,White,,Non-Hispanic,,English,,Very little,Some,Somewhat knowledgable,How do we effectively reduce barriers to effective communication?,"Anxiety, Depression, & Trauma-Related Disorders",Treating only what needs to be treated.,Because not everyone is created equally. Everyone has different needs.,"In order to receive IDD services, the person must have a diagnosed intellectual or developmental disability, and must have impaired adaptive functioning,Medical providers may need to engage family members and other caregivers in the patient’s care","Neurological disorder(s),Cardiovascular disease,GI problems (ex: constipation, GERD)","Medical/biological issues should be ruled out first,Some genetic disorders can cause increased risk of mental health or medical issues,Constipation, dental pain and gastroesphogeal reflux are common medical causes of aggression that should be considered,Behavior is a form of communication",Staring into space,"having an imaginary friend,Auditory hallucinations that are intrusive and distressing",Recognizing differences in culture and tailoring care accordingly.,Ask questions other than that directly pertain to the reason for the visit,Give the patient the option to wait outside or in the car,An extensive review of previous diagnoses and treatment,lithium,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,12
10/7/2022 15:09,10/7/2022 15:10,IP Address,73.219.254.20,52,91,FALSE,10/14/2022 15:10,R_6L643oUD0Nj3jnH,,,,,,,anonymous,EN,Click here if you consent to participate in the research study,PA Student,,26-32,Female,,White,,Non-Hispanic,,English,,None,Very little,Slightly knowledgeable,How to address biases,,,,,,,,,,,,,,,,,,,
